"","X","gene","cluster_id","p_val","p_adj.loc","p_adj.glb","filtered","mean_KO","mean_WT","FC_KO/WT","log2FC_KO/WT"
"156798",156798,"Ppfia3","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,141.924959918321,298.656796247045,0.475210883200271,-1.07336021800949
"156799",156799,"Gys1","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,24.3742164957987,147.856026657127,0.164851017891354,-2.60076529976699
"157137",157137,"Rps9","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,165.323233774852,399.992798619119,0.413315525543439,-1.27468453760163
"157295",157295,"Rplp1","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,242.413017979308,517.379522561106,0.468540031849979,-1.0937557785202
"157968",157968,"Igfbp4","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,62.3305313213212,157.151199685803,0.396627779144802,-1.33414236983962
"158387",158387,"Dusp6","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,82.664013662232,276.835928209337,0.298602909661796,-1.74369987136336
"158673",158673,"Arf5","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,11.7515280237401,72.9529711154217,0.161083611045087,-2.63411837593129
"160696",160696,"Ldlrad4","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,58.263215598368,168.341344124378,0.34610164188377,-1.53073230931595
"160854",160854,"Chka","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,275.724749625309,555.532067886859,0.496325532878984,-1.01064142060619
"161214",161214,"Psmd13","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,46.0518668041199,217.429211285619,0.211801655039006,-2.23921423215183
"161230",161230,"Rplp2","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,318.684905573562,693.680240865422,0.45941182521788,-1.12214010285671
"161278",161278,"Cct8","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,104.493717710947,310.208375230403,0.336850085473469,-1.56982142948785
"162211",162211,"Usp50","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,54.5635413978749,167.497397323186,0.325757547698456,-1.61812948892286
"162650",162650,"Tlcd4","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,26.5194708693939,77.0514295584471,0.344178829923949,-1.53876973342737
"163563",163563,"Cdk8","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,105634.251452791,290188.059270683,0.364019979727205,-1.45791045802849
