"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Negr1",1.26815220715317e-42,1.4284377418661,0.179,0.061,7.19663696037354e-38,"3","Negr1"
"Macrod2",1.68326051573359e-42,1.50871032894316,0.371,0.214,9.55233510073657e-38,"3","Macrod2"
"Cntn4",4.32282808623946e-42,1.53480705455031,0.189,0.068,2.45316171066003e-37,"3","Cntn4"
"Nkain3",6.02521613942194e-42,1.30558522122824,0.15,0.045,3.41924990696056e-37,"3","Nkain3"
"Grid2",1.16797460594429e-41,1.45632201693498,0.236,0.099,6.62813909127327e-37,"3","Grid2"
"Gabrg3",2.91481661356551e-41,1.30168520925268,0.152,0.047,1.65412928003229e-36,"3","Gabrg3"
"Cacna1c",3.46973335397673e-41,1.43553915619352,0.181,0.064,1.96903898104825e-36,"3","Cacna1c"
"Hs6st3",3.96601691249771e-41,1.35202232933308,0.157,0.05,2.25067493767332e-36,"3","Hs6st3"
"Zmat4",4.58126524011055e-41,1.37699231081504,0.145,0.043,2.59982221111033e-36,"3","Zmat4"
"Esrrg",7.52119047150865e-41,1.46057121644692,0.161,0.052,4.26820038067644e-36,"3","Esrrg"
"Mdga2",9.27624314146206e-41,1.36635149016313,0.148,0.046,5.26417522034831e-36,"3","Mdga2"
"Zfp536",1.6258333589249e-40,1.43321103783553,0.15,0.046,9.22644172856289e-36,"3","Zfp536"
"Ush2a",3.76427177600435e-40,1.35129006088922,0.154,0.049,2.13618659016471e-35,"3","Ush2a"
"Kcnma1",7.962897280082e-40,1.32589671431988,0.173,0.06,4.51886457747373e-35,"3","Kcnma1"
"Rgs6",2.45099161387056e-39,1.32457338016749,0.156,0.051,1.3909132309554e-34,"3","Rgs6"
"Npas3",5.62881081948034e-39,1.32360032473096,0.173,0.061,3.1942938519469e-34,"3","Npas3"
"Lhfpl3",7.38648860283695e-39,1.34034981030319,0.147,0.046,4.19175841722394e-34,"3","Lhfpl3"
"Abca13",7.45442159128392e-39,1.21477728202506,0.126,0.035,4.23030970883771e-34,"3","Abca13"
"Nrxn1",1.45913485845643e-38,1.29081542341946,0.171,0.06,8.28044440825437e-34,"3","Nrxn1"
"Fat3",1.91690654829781e-37,1.25677534661858,0.138,0.043,1.08782529709352e-32,"3","Fat3"
"Epha6",2.26863160411852e-37,1.37101500127621,0.171,0.061,1.28742574902122e-32,"3","Epha6"
"Grm7",3.42156179831257e-37,1.27550334046114,0.161,0.055,1.9417021049244e-32,"3","Grm7"
"Spock1",4.4056586656451e-37,1.22464772099711,0.134,0.04,2.50016723616694e-32,"3","Spock1"
"Gm37240",5.51862051471956e-37,1.59003971229617,0.292,0.154,3.1317619558982e-32,"3","Gm37240"
"Fgf14",8.44748155312929e-37,1.2846338027463,0.143,0.046,4.79386130658534e-32,"3","Fgf14"
"Cntn5",3.79532170672685e-36,1.60880881949946,0.243,0.114,2.15380711535042e-31,"3","Cntn5"
"Pde1c",7.59168382641355e-36,1.37865379238673,0.137,0.043,4.30820465465143e-31,"3","Pde1c"
"Clstn2",1.29045277912964e-35,1.3193113392115,0.152,0.052,7.32319047628277e-31,"3","Clstn2"
"Malrd1",1.35837049666918e-35,1.30351276874273,0.137,0.043,7.70861673154792e-31,"3","Malrd1"
"Rbfox3",2.21113132669963e-35,1.28595485969437,0.137,0.044,1.25479491658877e-30,"3","Rbfox3"
"Il1rapl1",3.12445898667596e-35,1.31862197677521,0.177,0.067,1.77309923034874e-30,"3","Il1rapl1"
"A830018L16Rik",3.87154482730848e-35,1.30426119823237,0.128,0.039,2.19706297404929e-30,"3","A830018L16Rik"
"6330411D24Rik",7.53589738219559e-35,1.36422057058391,0.147,0.05,4.27654640542218e-30,"3","6330411D24Rik"
"5730522E02Rik",1.50706254579005e-34,1.27539622427945,0.134,0.043,8.55242924110395e-30,"3","5730522E02Rik"
"Rbms3",2.55476845566286e-34,1.13940440067349,0.341,0.188,1.44980555090411e-29,"3","Rbms3"
"Dscam",4.61322496100883e-34,1.24771198472425,0.147,0.051,2.6179590331229e-29,"3","Dscam"
"Nlgn1",9.7648764095321e-34,1.27976914780111,0.163,0.06,5.54146971364537e-29,"3","Nlgn1"
"Lrp1b",1.62847976049922e-33,1.63734795676151,0.304,0.17,9.24145979285701e-29,"3","Lrp1b"
"Cacna1e",6.4156621991936e-33,1.19043815794564,0.125,0.039,3.64082414142038e-28,"3","Cacna1e"
"Fstl4",8.01108227115963e-33,1.27236361402848,0.136,0.045,4.54620907806038e-28,"3","Fstl4"
"Cdh23",1.12171399655788e-32,1.29872002112483,0.146,0.051,6.3656147590663e-28,"3","Cdh23"
"Aff3",4.36115313223542e-32,1.34836605349679,0.145,0.051,2.47491079101228e-27,"3","Aff3"
"Sgcd",1.114722045157e-31,1.48365431239217,0.225,0.107,6.32593613406144e-27,"3","Sgcd"
"Cfap299",1.56410401023732e-31,1.14399556815956,0.121,0.038,8.87613384769578e-27,"3","Cfap299"
"Celf4",1.79020055799105e-31,1.27093203605171,0.145,0.052,1.01592091465434e-26,"3","Celf4"
"Tenm1",4.17976517570642e-31,1.27834181682121,0.134,0.046,2.37197493956164e-26,"3","Tenm1"
"4930500H12Rik",6.33263564931613e-31,1.05665766350555,0.1,0.028,3.59370740463041e-26,"3","4930500H12Rik"
"Myo16",8.13858231889681e-31,1.2644976552813,0.132,0.045,4.61856408015075e-26,"3","Myo16"
"Lrrtm4",8.18269867982856e-31,1.27341220852661,0.142,0.051,4.64359967381591e-26,"3","Lrrtm4"
"Car10",1.21989645812139e-30,1.19774564997573,0.128,0.043,6.92279041019305e-26,"3","Car10"
"Shank2",2.2167402045838e-30,1.36447979766046,0.16,0.062,1.25797789869926e-25,"3","Shank2"
"Ryr2",4.65946852706536e-30,1.14405623945762,0.138,0.049,2.64420179442432e-25,"3","Ryr2"
"Anks1b",4.91198026815079e-30,1.46751655193515,0.247,0.129,2.78749968237289e-25,"3","Anks1b"
"Hs3st4",5.22681555052732e-30,1.22317154629287,0.112,0.035,2.96616555676875e-25,"3","Hs3st4"
"Hpse2",9.92175812766364e-30,1.2608513786464,0.136,0.048,5.63049851986784e-25,"3","Hpse2"
"Kcnmb2",1.65637822397752e-29,1.07389715126365,0.1,0.029,9.39978078325004e-25,"3","Kcnmb2"
"Adgrv1",2.05931792246426e-29,1.18599746944941,0.126,0.043,1.16864232781924e-24,"3","Adgrv1"
"Chl1",2.24296956380827e-29,1.25231463672828,0.193,0.085,1.27286279776556e-24,"3","Chl1"
"Cdh4",5.21798399643814e-29,1.19878044943154,0.128,0.044,2.96115373813868e-24,"3","Cdh4"
"Sox2ot",7.20276638924658e-29,1.34162889873965,0.141,0.052,4.08749789823354e-24,"3","Sox2ot"
"Gm14643",7.72478442560651e-29,1.12263435254419,0.102,0.031,4.38373791368744e-24,"3","Gm14643"
"Grik2",9.79391487022873e-29,1.11685415436777,0.12,0.04,5.5579487497061e-24,"3","Grik2"
"Acoxl",1.49254734858138e-28,1.0063882534181,0.103,0.031,8.4700569484645e-24,"3","Acoxl"
"Gm31135",1.68739512772207e-28,1.18984901039472,0.109,0.034,9.57579861030997e-24,"3","Gm31135"
"Gm14066",2.37883828138349e-28,1.19985069006983,0.109,0.035,1.34996693630232e-23,"3","Gm14066"
"Dscaml1",2.50308801580167e-27,1.19666880687373,0.112,0.037,1.42047741808729e-22,"3","Dscaml1"
"Slc14a2",4.10082505085587e-27,1.18392678292771,0.119,0.041,2.3271772081102e-22,"3","Slc14a2"
"Pcdh9",8.08382487596911e-27,1.2116014855633,0.145,0.057,4.58748977886371e-22,"3","Pcdh9"
"Chrm3",8.33238334144482e-27,1.21566656992389,0.147,0.058,4.72854422243652e-22,"3","Chrm3"
"Ncald",9.33591834848129e-27,1.14076717703879,0.118,0.041,5.29804030357965e-22,"3","Ncald"
"Grm5",9.5357894075308e-27,1.22908935279946,0.116,0.04,5.41146513087965e-22,"3","Grm5"
"Gm45740",1.02687123597024e-26,1.07842321440575,0.111,0.037,5.8273915770075e-22,"3","Gm45740"
"Sugct",1.03598481447697e-26,1.09150008283154,0.164,0.069,5.87911022367533e-22,"3","Sugct"
"Enox1",1.52450789249011e-26,1.34214353459617,0.16,0.067,8.65142983909212e-22,"3","Enox1"
"Grik4",4.14254483872617e-26,1.22431416273031,0.128,0.048,2.35085277052872e-21,"3","Grik4"
"Galnt17",5.24027678045937e-26,1.22629074171208,0.126,0.046,2.97380467014289e-21,"3","Galnt17"
"Fstl5",5.96975813597808e-26,1.13754909669563,0.108,0.036,3.3877780445862e-21,"3","Fstl5"
"Gm26691",8.56268615947958e-26,1.12417674825043,0.114,0.039,4.85923876864307e-21,"3","Gm26691"
"Lama2",9.7690328202261e-26,1.17916192586374,0.138,0.054,5.54382843515011e-21,"3","Lama2"
"Ralyl",1.3491658618646e-25,1.08859240926295,0.128,0.047,7.6563813494954e-21,"3","Ralyl"
"Gm33838",2.22842328170051e-25,1.08291080155219,0.103,0.034,1.26460792813222e-20,"3","Gm33838"
"Gm29536",2.5769193663182e-25,1.16789486555608,0.118,0.042,1.46237597119192e-20,"3","Gm29536"
"Cntnap5c",2.67435918268432e-25,1.12877502491503,0.125,0.046,1.51767209258152e-20,"3","Cntnap5c"
"L3mbtl4",6.3345736752028e-25,1.11705164282144,0.11,0.038,3.59480721494084e-20,"3","L3mbtl4"
"Sdk2",1.07123357414655e-24,1.16520308519702,0.119,0.044,6.07914340992424e-20,"3","Sdk2"
"Cadps",1.29458457369454e-24,1.14357900843723,0.117,0.042,7.34663799725914e-20,"3","Cadps"
"Caln1",1.54096168460021e-24,1.13101808312908,0.12,0.044,8.74480346393771e-20,"3","Caln1"
"Pacrg",1.97258762350849e-24,1.07278401392574,0.114,0.04,1.11942375046483e-19,"3","Pacrg"
"Akap6",2.31473923203656e-24,1.20437939782513,0.119,0.044,1.31359136678843e-19,"3","Akap6"
"Fgf12",2.31522644955749e-24,1.15543123622535,0.117,0.043,1.31386785785938e-19,"3","Fgf12"
"Egfem1",2.46236020851623e-24,1.20466809986598,0.115,0.041,1.39736479473087e-19,"3","Egfem1"
"Grin2b",1.37084508429358e-23,1.0879288147669,0.115,0.042,7.77940876885764e-19,"3","Grin2b"
"Grip1",2.07331338431969e-23,1.29129080748413,0.152,0.066,1.17658461246758e-18,"3","Grip1"
"Slc25a21",2.49700038373933e-23,1.20867241368019,0.123,0.047,1.41702274776823e-18,"3","Slc25a21"
"Adgrb3",3.87514283658028e-23,1.11046461740898,0.121,0.046,2.19910480833095e-18,"3","Adgrb3"
"Grin2a",3.98894989951429e-23,1.0953506057268,0.108,0.038,2.26368917847536e-18,"3","Grin2a"
"Fam189a1",5.93931429934384e-23,1.22836469022785,0.125,0.049,3.37050147173464e-18,"3","Fam189a1"
"Gm32647",6.29754919429118e-23,1.17232173934244,0.121,0.047,3.5737961922683e-18,"3","Gm32647"
"Ntrk2",7.2350178949539e-23,0.954181830650643,0.1,0.034,4.10580030520739e-18,"3","Ntrk2"
"Reln",9.00766326560745e-23,0.987132159204374,0.109,0.039,5.11175882659957e-18,"3","Reln"
"Ccser1",1.08966246128882e-22,1.28379776206327,0.2,0.103,6.18372550156795e-18,"3","Ccser1"
"Rims1",1.22444628618886e-22,1.0584011917028,0.101,0.035,6.94861022949315e-18,"3","Rims1"
"Unc5d",2.75003171258326e-22,1.05150547908491,0.112,0.042,1.56061549657388e-17,"3","Unc5d"
"Tnik",4.19723116010572e-22,1.11022717169376,0.133,0.055,2.38188671104839e-17,"3","Tnik"
"Cpa6",4.2781292217318e-22,1.137485833386,0.11,0.041,2.42779555204058e-17,"3","Cpa6"
"Dlgap1",4.57152214089414e-22,1.40728154604434,0.242,0.142,2.59429309973601e-17,"3","Dlgap1"
"Khdrbs2",5.06891071025456e-22,0.969870470343993,0.1,0.035,2.87655613896236e-17,"3","Khdrbs2"
"Sox6",2.7925894733426e-21,1.14786554272282,0.144,0.063,1.58476660022719e-16,"3","Sox6"
"Dpyd",3.27794906574067e-21,1.28180665811879,0.172,0.084,1.86020331531717e-16,"3","Dpyd"
"Skint6",9.84283807886878e-21,1.164995201914,0.111,0.043,5.58571218137724e-16,"3","Skint6"
"Mgat4c",9.89554058909261e-21,1.11019488790908,0.115,0.045,5.61562032890417e-16,"3","Mgat4c"
"Gm15155",9.90069000808459e-21,1.0790972942225,0.107,0.041,5.61854257268792e-16,"3","Gm15155"
"Tenm3",1.28180731483094e-20,1.31111980567138,0.146,0.067,7.27412833093408e-16,"3","Tenm3"
"Sntg1",2.90046419728882e-20,0.90227488771473,0.209,0.111,1.64598442731943e-15,"3","Sntg1"
"Dgki",4.85615978760942e-20,1.07552524198592,0.102,0.038,2.75582211787047e-15,"3","Dgki"
"Syt1",8.88416578248125e-20,1.15415426806774,0.115,0.047,5.04167523990028e-15,"3","Syt1"
"Slc2a13",1.37842911696327e-19,0.994838470435755,0.1,0.037,7.82244739585485e-15,"3","Slc2a13"
"Robo1",1.85663606376785e-19,1.16001530797829,0.144,0.067,1.05362239982761e-14,"3","Robo1"
"Col23a1",2.51618236866194e-19,0.986921567005505,0.1,0.038,1.42790833239196e-14,"3","Col23a1"
"Adgrl3",3.80644770594335e-19,1.16228264827732,0.138,0.063,2.16012100864579e-14,"3","Adgrl3"
"Dgkb",4.75207901134281e-19,1.27937982698072,0.159,0.078,2.69675731814693e-14,"3","Dgkb"
"Ctnnd2",2.71254907006715e-18,1.07057648795847,0.204,0.113,1.53934447177241e-13,"3","Ctnnd2"
"Stpg2",3.75893915871887e-18,1.06693670785267,0.105,0.042,2.13316038318137e-13,"3","Stpg2"
"Ptprm",5.69242444163517e-18,1.03176054603474,0.163,0.082,3.23039394638354e-13,"3","Ptprm"
"Pde4d",5.88238147867715e-18,1.23585729164031,0.321,0.23,3.3381926653345e-13,"3","Pde4d"
"Dnah7c",6.36927711814913e-18,0.971353035253659,0.1,0.04,3.61450107177845e-13,"3","Dnah7c"
"Tmem108",7.32213530425976e-18,0.976975465230786,0.103,0.042,4.15523856381437e-13,"3","Tmem108"
"Gm49171",8.33481846706459e-18,0.979952406749096,0.106,0.043,4.72992613187448e-13,"3","Gm49171"
"Gabbr2",1.15153680863365e-17,0.951713271868903,0.1,0.04,6.5348562353151e-13,"3","Gabbr2"
"Fam110b",1.48037001538922e-17,1.02562797163438,0.114,0.049,8.40095180033226e-13,"3","Fam110b"
"Pde10a",3.90322590232867e-17,1.12272211670952,0.129,0.06,2.2150416673125e-12,"3","Pde10a"
"Sox5",4.06268718767027e-17,1.14870581609715,0.232,0.143,2.305534352131e-12,"3","Sox5"
"St6galnac3",4.1258631117077e-17,0.910388693075647,0.146,0.071,2.341386057263e-12,"3","St6galnac3"
"Naaladl2",7.87415987026924e-17,1.09937891085228,0.225,0.137,4.46850698477909e-12,"3","Naaladl2"
"Ank2",2.77079908048851e-16,1.03249619134691,0.145,0.073,1.57240077018643e-11,"3","Ank2"
"Dnm3",3.78114142821419e-16,1.03138756275456,0.121,0.056,2.14575994909727e-11,"3","Dnm3"
"Ephb1",4.39270664418711e-16,1.0975187687224,0.107,0.047,2.49281709350974e-11,"3","Ephb1"
"Hecw2",4.81065733017225e-16,0.975976854903113,0.102,0.043,2.72999992829945e-11,"3","Hecw2"
"Nkain2",1.90647536021739e-15,1.32201590613339,0.34,0.272,1.08190570216976e-10,"3","Nkain2"
"Atp8a2",3.92823515295643e-15,1.0890959873526,0.142,0.073,2.22923416695125e-10,"3","Atp8a2"
"Fras1",5.42665713178128e-15,0.993875586547972,0.101,0.044,3.07957365571456e-10,"3","Fras1"
"Kcnd2",6.40057219074186e-15,0.986611930072659,0.101,0.044,3.6322607125241e-10,"3","Kcnd2"
"Grid1",6.68125068693837e-15,1.04224298821608,0.119,0.057,3.79154295233065e-10,"3","Grid1"
"Pcsk5",1.25510548410933e-14,0.907982509964415,0.118,0.056,7.12259811177206e-10,"3","Pcsk5"
"Sorcs1",1.3631392283069e-14,1.0120746488096,0.103,0.046,7.73567880671881e-10,"3","Sorcs1"
"Cpne4",2.19370085318161e-14,1.13642310748598,0.13,0.066,1.24490329717203e-09,"3","Cpne4"
"Hdac91",6.60225627925832e-14,0.939969591449919,0.188,0.112,3.74671441591631e-09,"3","Hdac9"
"Sbf2",9.17178161809987e-14,0.266321059963163,0.12,0.252,5.20489435045549e-09,"3","Sbf2"
"Inpp4b",1.32245182440976e-13,1.28306032517796,0.213,0.139,7.50478185834295e-09,"3","Inpp4b"
"Adamtsl1",1.6265917587696e-13,1.00014031384653,0.175,0.103,9.23074557184161e-09,"3","Adamtsl1"
"Erc11",1.68874304047879e-13,0.282823072505129,0.117,0.245,9.5834478804131e-09,"3","Erc1"
"Plxna4",9.97240148014623e-13,0.823287675035067,0.143,0.077,5.65923811596818e-08,"3","Plxna4"
"Ppp2r2b",1.1227911936418e-12,0.931264458848233,0.116,0.058,6.37172774479787e-08,"3","Ppp2r2b"
"Prkca1",1.15227404380089e-12,0.336708750342858,0.172,0.324,6.53903997116568e-08,"3","Prkca"
"Syn3",1.1621348215396e-12,1.02322742248517,0.11,0.055,6.59499889875505e-08,"3","Syn3"
"Cacna1a",1.60398533295624e-12,1.13165531940438,0.117,0.06,9.10245636599335e-08,"3","Cacna1a"
"9530036O11Rik",1.71230488467676e-12,0.925380969516301,0.147,0.083,9.71715899005216e-08,"3","9530036O11Rik"
"Pip5k1b",3.03899231080402e-12,0.911669549901728,0.107,0.053,1.72459774645817e-07,"3","Pip5k1b"
"Syne2",3.17803264240698e-12,0.29721827268659,0.136,0.265,1.80350174423954e-07,"3","Syne2"
"Kcnb2",3.51765651071241e-12,1.04609979594691,0.106,0.052,1.99623489326419e-07,"3","Kcnb2"
"Zfp407",4.00795828480958e-12,0.283373985901076,0.179,0.325,2.27447624704659e-07,"3","Zfp407"
"Slit3",8.90322652877651e-12,0.349633486282419,0.199,0.121,5.05249202281538e-07,"3","Slit3"
"Stk3",9.10509108485409e-12,0.286845044234187,0.129,0.252,5.16704813974385e-07,"3","Stk3"
"Tbc1d1",1.08395596118736e-11,0.260775710313728,0.114,0.227,6.15134168414213e-07,"3","Tbc1d1"
"Mast2",1.15058557768847e-11,0.263749248619677,0.1,0.208,6.52945809482432e-07,"3","Mast2"
"Lmo71",1.283210288769e-11,0.253064421740872,0.11,0.222,7.28209006773519e-07,"3","Lmo7"
"Kazn",1.39219441754643e-11,1.00862081964746,0.124,0.067,7.90056410013422e-07,"3","Kazn"
"Ltbp11",2.82990323677734e-11,0.381966207174804,0.147,0.275,1.60594178783877e-06,"3","Ltbp1"
"Nbea2",3.12412219560692e-11,0.294955587710047,0.169,0.306,1.77290810478497e-06,"3","Nbea"
"Rasgef1b1",4.04215581521969e-11,0.90204894650272,0.171,0.106,2.29388300357902e-06,"3","Rasgef1b"
"Cadps2",4.10525460310000e-11,1.05201878070375,0.118,0.064,2.32969093471322e-06,"3","Cadps2"
"Farp1",6.60097705147269e-11,0.285005354672858,0.103,0.208,3.74598846694024e-06,"3","Farp1"
"Kif26b",6.63959862537796e-11,0.907422632820846,0.105,0.054,3.76790582391574e-06,"3","Kif26b"
"Rarb",1.54648384012261e-10,1.00128831870715,0.112,0.061,8.77614114431178e-06,"3","Rarb"
"Dpp6",1.77215697226463e-10,1.3112451459194,0.253,0.195,1.00568136019046e-05,"3","Dpp6"
"Mical3",2.05190826196661e-10,0.258924793343097,0.079,0.171,1.16443741958343e-05,"3","Mical3"
"Tjp1",3.52057525895763e-10,0.347143358164628,0.119,0.226,1.99789125370587e-05,"3","Tjp1"
"Eml12",3.74169418431753e-10,0.285292748621561,0.19,0.329,2.12337403265836e-05,"3","Eml1"
"Nckap5",4.7424765431337e-10,1.04890776644977,0.238,0.175,2.69130801346294e-05,"3","Nckap5"
"Camta1",5.25287573185578e-10,1.24131938405502,0.273,0.221,2.98095444907084e-05,"3","Camta1"
"Piezo2",6.30162138958397e-10,0.935882575623556,0.1,0.053,3.576107122375e-05,"3","Piezo2"
"Ttc17",1.06109522042319e-09,0.255749512146928,0.062,0.14,6.02160926637955e-05,"3","Ttc17"
"Ankfn1",1.36147722076143e-09,0.804896112862495,0.171,0.11,7.72624708009903e-05,"3","Ankfn1"
"Thada",1.59399454734869e-09,0.365353891410106,0.109,0.208,9.04575965674911e-05,"3","Thada"
"Arhgef28",1.66218387503919e-09,0.284875447572218,0.109,0.207,9.43272727245991e-05,"3","Arhgef28"
"Kcnq1",1.94137183424156e-09,0.976019835147275,0.107,0.059,0.000110170910221374,"3","Kcnq1"
"Nfib",2.35855965367252e-09,0.295110094086716,0.139,0.247,0.000133845901786262,"3","Nfib"
"Mir100hg1",2.37454072383931e-09,0.420504471293216,0.136,0.246,0.000134752811537157,"3","Mir100hg"
"B3galt1",2.41132527608229e-09,0.812271635285219,0.106,0.058,0.000136840298092394,"3","B3galt1"
"Rora",2.74360623435925e-09,0.786301543617652,0.233,0.168,0.000155696910193653,"3","Rora"
"Adamtsl32",5.40448775742448e-09,0.300568644869099,0.105,0.196,0.000306699275746082,"3","Adamtsl3"
"Myh101",5.70301337365446e-09,0.276972314650625,0.064,0.138,0.000323640305941517,"3","Myh10"
"Ksr2",6.55980020693313e-09,1.11406386825276,0.141,0.09,0.000372262101943248,"3","Ksr2"
"Arhgap26.1",8.59702478768425e-09,0.989375503540676,0.121,0.073,0.000487872559676294,"3","Arhgap26.1"
"Carmil1",8.62015063038343e-09,0.340143553255323,0.117,0.213,0.000489184928123629,"3","Carmil1"
"Crybg1",1.13004106185558e-08,0.364614875978281,0.117,0.213,0.000641287002192424,"3","Crybg1"
"Wwc1",1.55200798470726e-08,0.466119774817364,0.084,0.167,0.000880749011241525,"3","Wwc1"
"Lama32",1.58686824399588e-08,0.357983334594495,0.138,0.242,0.000900531859785222,"3","Lama3"
"Wwc2",1.92339632604237e-08,0.257046427241649,0.076,0.153,0.00109150818106578,"3","Wwc2"
"Ablim1",2.14892078826304e-08,0.309254672957617,0.118,0.212,0.0012194910581314,"3","Ablim1"
"AW5549181",2.40440442830844e-08,0.449103053767409,0.148,0.257,0.00136447546902075,"3","AW554918"
"Patj",2.48019240882749e-08,0.870408038596452,0.103,0.059,0.00140748439008551,"3","Patj"
"Sorcs2",2.59904862956053e-08,1.02671160878877,0.133,0.084,0.00147493410678931,"3","Sorcs2"
"Rsrc1",3.25099732471715e-08,0.298736326901757,0.144,0.246,0.00184490847180373,"3","Rsrc1"
"Kcnip1",3.58066481937615e-08,1.13748581322733,0.143,0.094,0.00203199147834777,"3","Kcnip1"
"Magi11",3.64020346492191e-08,0.46328402803262,0.207,0.343,0.00206577906430853,"3","Magi1"
"1700025G04Rik",3.80167842063677e-08,0.274402497493731,0.103,0.188,0.00215741448692716,"3","1700025G04Rik"
"Sema5a",5.7313945429856e-08,1.05946215034377,0.12,0.075,0.0032525090891989,"3","Sema5a"
"Slc9a91",6.78643834091231e-08,0.888231920705961,0.163,0.111,0.00385123589408433,"3","Slc9a9"
"Thrb",7.20293312112225e-08,0.900880345241462,0.117,0.072,0.00408759251690567,"3","Thrb"
"Marchf11",7.22718462528373e-08,0.716914257157191,0.202,0.145,0.00410135500300227,"3","Marchf1"
"Mad1l1",7.42632763583406e-08,0.475320395939926,0.138,0.24,0.00421436667005947,"3","Mad1l1"
"Gm125141",7.98427691732655e-08,0.262513875590444,0.065,0.133,0.00453099730781364,"3","Gm12514"
"Babam2",8.05779559435639e-08,0.278319184792414,0.151,0.253,0.00457271842184131,"3","Babam2"
"Dtnb",1.00765060742189e-07,0.390995478517867,0.102,0.185,0.00571831643205847,"3","Dtnb"
"Xkr4",1.55886195278219e-07,0.902767026877253,0.106,0.063,0.00884638569584362,"3","Xkr4"
"Pacs1",1.73266856875331e-07,0.2719965443512,0.065,0.132,0.00983272086081815,"3","Pacs1"
"Plce1",1.79342995004974e-07,0.881413128119325,0.137,0.09,0.0101775356235373,"3","Plce1"
"Prim21",1.83782894637352e-07,0.304804242268477,0.098,0.175,0.0104294954877751,"3","Prim2"
"Agap1",2.06117336696026e-07,0.441721359519543,0.19,0.313,0.0116969527401628,"3","Agap1"
"Rasal2",2.32664079219833e-07,0.437989111717928,0.092,0.17,0.0132034538316463,"3","Rasal2"
"Pkhd1",2.38687885703329e-07,0.859393583349076,0.121,0.077,0.0135452988257782,"3","Pkhd1"
"Sema6d",3.16273343746826e-07,1.106039543213,0.145,0.099,0.0179481959842887,"3","Sema6d"
"Prkce",3.33161791568268e-07,0.296924195882205,0.193,0.309,0.0189065985097076,"3","Prkce"
"Pdzd2",3.59347480083791e-07,0.983276752785083,0.127,0.083,0.0203926101472751,"3","Pdzd2"
"Mthfd1l",3.6403202332469e-07,0.268920957031969,0.091,0.165,0.0206584532916528,"3","Mthfd1l"
"Mcph11",4.12712897007412e-07,0.297413925941282,0.081,0.15,0.0234210441922736,"3","Mcph1"
"Drg1",4.8244416172243e-07,1.02374322492276,0.145,0.1,0.0273782237335862,"3","Drg1"
"Tmcc3",4.8625968029774e-07,0.359250309206692,0.142,0.237,0.0275947505972164,"3","Tmcc3"
"Fbxw8",5.48331034114289e-07,0.267006242579731,0.062,0.123,0.0311172378549518,"3","Fbxw8"
"Mapkap1",5.92505381638957e-07,0.325036382245508,0.116,0.196,0.0336240879026292,"3","Mapkap1"
"Lrba",6.38302778813853e-07,0.299673076427308,0.133,0.221,0.0362230443949073,"3","Lrba"
"Dlg5",7.29446980063354e-07,0.265883651844538,0.066,0.129,0.0413953866716153,"3","Dlg5"
"Sdccag8",8.41252944190251e-07,0.35193686683306,0.125,0.209,0.0477402633298525,"3","Sdccag8"
"Cdk82",3.52000273732411e-78,0.957273862368806,1,0.999,1.99756635340406e-73,"4","Cdk8"
