"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Podxl2",6.02776380265394e-26,1.35942204885054,0.333,0.088,3.42069568036808e-21,"11","Podxl"
"Socs2",9.49193735830481e-26,0.440797852639656,0.109,0.011,5.3865795314644e-21,"11","Socs2"
"Ephb4",3.52113573911138e-25,0.974852333210408,0.159,0.023,1.99820932058832e-20,"11","Ephb4"
"Plpp32",4.30341148692706e-25,0.968886406540791,0.348,0.089,2.44214298471624e-20,"11","Plpp3"
"St3gal4",1.1390679824247e-24,1.51313078730338,0.594,0.275,6.46409689346192e-20,"11","St3gal4"
"Pdlim11",1.30166733046447e-24,1.53217486525237,0.399,0.128,7.38683193365283e-20,"11","Pdlim1"
"Gbp54",1.56650604127273e-24,1.31963395170725,0.514,0.183,8.8897651336186e-20,"11","Gbp5"
"Angpt2",1.57383208566666e-24,0.743027430213704,0.123,0.014,8.93133970294973e-20,"11","Angpt2"
"Hoxd32",2.72963667329907e-24,0.729946565820844,0.167,0.025,1.54904151573049e-19,"11","Hoxd3"
"Ppp1r13b1",3.61393938921709e-24,1.28363576189846,0.297,0.074,2.05087446398681e-19,"11","Ppp1r13b"
"Slc16a9",8.0159369086657e-24,0.592448378723289,0.13,0.016,4.5489640362987e-19,"11","Slc16a9"
"Pde4d3",8.5162199680992e-24,1.14155932418064,0.58,0.233,4.83286966969662e-19,"11","Pde4d"
"Nxpe42",9.58775299077375e-24,1.32961445123661,0.348,0.098,5.44095394473419e-19,"11","Nxpe4"
"Fam13c1",1.22123963601419e-23,0.635826753760688,0.145,0.02,6.93041281041694e-19,"11","Fam13c"
"Myzap2",1.68636380943893e-23,0.957290126529282,0.196,0.035,9.56994598218497e-19,"11","Myzap"
"Entpd12",2.84126830656404e-23,0.76549794716138,0.486,0.158,1.61239135129202e-18,"11","Entpd1"
"Colec123",3.2832395700475e-23,1.31540958186327,0.203,0.038,1.86320562360626e-18,"11","Colec12"
"Foxp14",6.35318614716789e-23,1.57500731977786,0.652,0.331,3.60536960665631e-18,"11","Foxp1"
"Plcb43",1.71403805897814e-22,1.11141278490218,0.326,0.087,9.72699458089502e-18,"11","Plcb4"
"Zbtb461",2.10971327712978e-22,0.703410207788939,0.138,0.019,1.19724118763838e-17,"11","Zbtb46"
"Filip11",4.35673738631532e-22,0.73837164142522,0.196,0.036,2.47240489936008e-17,"11","Filip1"
"Sash13",5.588436510537e-22,0.995982451861588,0.42,0.129,3.17138183536464e-17,"11","Sash1"
"Col4a22",5.97776113712832e-22,1.9196859457445,0.5,0.224,3.39231966770895e-17,"11","Col4a2"
"Gvin21",6.939500116497e-22,0.883590472368842,0.283,0.069,3.93809692111088e-17,"11","Gvin2"
"Slc7a7",8.94653328725132e-22,0.729096743740518,0.145,0.021,5.07706817518225e-17,"11","Slc7a7"
"Wipf31",1.44524686940341e-21,0.668490729195438,0.109,0.013,8.20163145917744e-17,"11","Wipf3"
"Gm49513",3.1272042617427e-21,1.11974608858369,0.275,0.068,1.77465714649637e-16,"11","Gm4951"
"Kcnc21",3.90026713307904e-21,0.860671953616347,0.138,0.02,2.21336259535103e-16,"11","Kcnc2"
"Fryl1",5.65454006459291e-21,1.41017984729811,0.543,0.248,3.20889494125583e-16,"11","Fryl"
"Thbd1",5.68540963984243e-21,0.41652747731229,0.101,0.011,3.22641311651418e-16,"11","Thbd"
"Rbp1",5.82112798427713e-21,0.533340772882831,0.101,0.011,3.30343191979743e-16,"11","Rbp1"
"Klhl31",1.08567195669121e-20,0.477312095494207,0.152,0.024,6.16107978702696e-16,"11","Klhl3"
"Pik3r31",1.60368930888775e-20,0.746395077395221,0.159,0.027,9.10077645900712e-16,"11","Pik3r3"
"Neurl3",1.7069250792901e-20,0.848467984070186,0.174,0.031,9.68662913246338e-16,"11","Neurl3"
"Magi14",2.24722974822342e-20,1.3597901082206,0.623,0.326,1.27528040981931e-15,"11","Magi1"
"Fam174b",2.3164536931444e-20,0.584347902974438,0.109,0.013,1.31456430632251e-15,"11","Fam174b"
"Serpinb1a1",2.75209844436364e-20,0.58982724176026,0.123,0.017,1.56178834619192e-15,"11","Serpinb1a"
"Pcdh74",4.59441717014869e-20,1.78737006709361,0.478,0.209,2.60728579988768e-15,"11","Pcdh7"
"Wipf13",4.61791304626453e-20,0.759695352403613,0.355,0.103,2.62061947462466e-15,"11","Wipf1"
"Csf2rb2",6.82011027418286e-20,0.608812499890525,0.159,0.027,3.87034437949603e-15,"11","Csf2rb2"
"Dennd3",8.18988650327153e-20,0.875987645147117,0.159,0.028,4.64767869174156e-15,"11","Dennd3"
"Cttnbp21",8.8077590955603e-20,0.791723267645007,0.123,0.017,4.99831520913951e-15,"11","Cttnbp2"
"Atp2b42",1.28408106722828e-19,1.00797559547147,0.21,0.045,7.28703164841378e-15,"11","Atp2b4"
"Fyn2",1.53772337030037e-19,0.67733655369701,0.435,0.151,8.72642635411757e-15,"11","Fyn"
"Lama43",1.70604739587742e-19,0.660910964070368,0.225,0.05,9.68164836686479e-15,"11","Lama4"
"Arrdc4",2.88674374386374e-19,0.794378387904107,0.13,0.02,1.63819820720524e-14,"11","Arrdc4"
"2210408F21Rik3",3.08691304601228e-19,0.882607261516915,0.362,0.117,1.75179228448151e-14,"11","2210408F21Rik"
"Dock15",3.19494064784693e-19,1.37994145897174,0.529,0.244,1.81309686824665e-14,"11","Dock1"
"Pik3c2b1",3.43568662322088e-19,0.779622466396493,0.138,0.022,1.94971780181162e-14,"11","Pik3c2b"
"Itpkb2",4.14058936782015e-19,0.787142910806681,0.326,0.093,2.34974306034426e-14,"11","Itpkb"
"Shroom42",8.21927800638378e-19,1.35305458711944,0.341,0.114,4.66435807584273e-14,"11","Shroom4"
"Trim35",8.87799923562474e-19,0.412289011935432,0.109,0.014,5.03817578622468e-14,"11","Trim35"
"Smarca22",1.96141439718691e-18,1.40297403267954,0.529,0.252,1.1130830562596e-13,"11","Smarca2"
"Prss231",2.12957606461647e-18,0.75917002420707,0.123,0.019,1.2085131209092e-13,"11","Prss23"
"Nrp2",2.33049629594212e-18,1.37785557804023,0.384,0.144,1.32253334298419e-13,"11","Nrp2"
"Adamts181",2.97883968230206e-18,0.739109350814481,0.123,0.019,1.6904617313096e-13,"11","Adamts18"
"Ets1",4.21782634025326e-18,1.24241862573691,0.471,0.207,2.39357426983032e-13,"11","Ets1"
"Map4k32",5.03667020712297e-18,1.11340842524559,0.406,0.155,2.85825997584022e-13,"11","Map4k3"
"9530026P05Rik2",8.30997497649232e-18,1.87601144160885,0.326,0.112,4.71582769940963e-13,"11","9530026P05Rik"
"Dock94",9.33000441863475e-18,1.35892414172501,0.63,0.368,5.29468420753103e-13,"11","Dock9"
"Kcnh11",1.11962649055715e-17,1.01215283000994,0.188,0.041,6.35376837126276e-13,"11","Kcnh1"
"Pkn3",2.14916285193257e-17,0.697466919740395,0.116,0.018,1.21962842684322e-12,"11","Pkn3"
"Elk3",2.2911301754396e-17,1.22301553003026,0.449,0.195,1.30019346326022e-12,"11","Elk3"
"Arl153",2.75420147806475e-17,1.75378830800633,0.478,0.221,1.56298179678697e-12,"11","Arl15"
"Rapgef41",3.03893036392778e-17,1.01046652801404,0.188,0.042,1.72456259222538e-12,"11","Rapgef4"
"Prkd2",6.81707782769669e-17,0.746379478812707,0.196,0.045,3.8686234964396e-12,"11","Prkd2"
"Sncaip1",6.8779231985539e-17,0.625322043066703,0.116,0.018,3.90315263594735e-12,"11","Sncaip"
"Chrm33",7.32258250512761e-17,1.38218876583638,0.239,0.064,4.15549234583487e-12,"11","Chrm3"
"Smad11",8.17562287718307e-17,0.902727780274748,0.283,0.087,4.63958422657262e-12,"11","Smad1"
"Cbfa2t31",1.10317202696931e-16,0.6380005127118,0.152,0.029,6.26039093584815e-12,"11","Cbfa2t3"
"Rai142",1.27048570681851e-16,1.37524233407274,0.565,0.323,7.20987933762436e-12,"11","Rai14"
"Slc43a31",2.39033429290575e-16,0.881354561992336,0.145,0.028,1.35649080788109e-11,"11","Slc43a3"
"Dab2ip3",2.69004601648686e-16,1.02000078096936,0.21,0.052,1.52657421389613e-11,"11","Dab2ip"
"Zfp5324",2.89607576370917e-16,0.987756762150907,0.217,0.055,1.64349403514732e-11,"11","Zfp532"
"Il1r12",3.34434759000407e-16,0.914764519530433,0.275,0.083,1.89788381385141e-11,"11","Il1r1"
"Nr2f21",4.00746776493862e-16,0.805513291168457,0.174,0.039,2.27419788192502e-11,"11","Nr2f2"
"Itpr11",4.46583134156036e-16,1.14345848973463,0.493,0.223,2.53431462802209e-11,"11","Itpr1"
"Tmem120b",4.67934008344232e-16,0.473141565408848,0.116,0.019,2.65547870395268e-11,"11","Tmem120b"
"Pdgfc1",5.27500308615775e-16,0.742893495397231,0.13,0.023,2.99351150136366e-11,"11","Pdgfc"
"Spns2",5.67038027407186e-16,0.674873751946389,0.21,0.054,3.21788410173304e-11,"11","Spns2"
"Zfp326",6.51553871203184e-16,0.404187216951147,0.138,0.025,3.69750306369095e-11,"11","Zfp326"
"Asah21",8.57691247417032e-16,0.820456390353662,0.232,0.064,4.86731205996692e-11,"11","Asah2"
"Fam135a1",8.78032894558702e-16,0.427062597012024,0.116,0.019,4.98274887333118e-11,"11","Fam135a"
"Slc12a71",9.43131863869129e-16,0.921368532518087,0.254,0.075,5.35217901427092e-11,"11","Slc12a7"
"Selenop2",1.01411675008426e-15,0.508151993122751,0.152,0.03,5.75501114505315e-11,"11","Selenop"
"Plekhg5",1.18919390396299e-15,0.420426167603669,0.109,0.017,6.7485564855996e-11,"11","Plekhg5"
"Osmr3",1.3609985917332e-15,1.09638833819993,0.246,0.073,7.72353090822674e-11,"11","Osmr"
"Fzd61",1.61198166501221e-15,0.865838913632749,0.167,0.037,9.14783475077781e-11,"11","Fzd6"
"Kalrn3",1.62574429174393e-15,1.19425010271114,0.442,0.199,9.22593628121763e-11,"11","Kalrn"
"Nrp12",2.38981472800462e-15,1.00561893628761,0.319,0.112,1.35619595999534e-10,"11","Nrp1"
"Tspan52",2.69764227758809e-15,1.33614072044956,0.457,0.213,1.53088501610847e-10,"11","Tspan5"
"Aqp1",3.30513685412128e-15,1.32793207502487,0.217,0.061,1.87563211334528e-10,"11","Aqp1"
"Cped13",3.53082393669348e-15,1.30761439991555,0.254,0.077,2.00370727583418e-10,"11","Cped1"
"Clu2",3.58451434405946e-15,0.89119813552495,0.181,0.043,2.0341760451103e-10,"11","Clu"
"Irgm22",3.62094626221229e-15,0.86048397659963,0.275,0.086,2.05485079434285e-10,"11","Irgm2"
"Serinc31",3.66829918667127e-15,0.698502655230214,0.29,0.092,2.08172310544408e-10,"11","Serinc3"
"Nhsl22",4.09263267954867e-15,0.672754202571218,0.167,0.037,2.32252811931707e-10,"11","Nhsl2"
"Cd342",5.77641545956379e-15,1.09717652336183,0.29,0.1,3.27805800914786e-10,"11","Cd34"
"Sh3bp5",7.63338088615801e-15,1.15216651008161,0.319,0.118,4.33186731908581e-10,"11","Sh3bp5"
"Cdh133",8.51822873534984e-15,1.36368421288152,0.674,0.433,4.83400962502368e-10,"11","Cdh13"
"Adam15",8.94171531733151e-15,1.14568222221744,0.261,0.082,5.07433402543246e-10,"11","Adam15"
"Col4a13",9.9412798896212e-15,1.64607948839641,0.536,0.319,5.64157692456113e-10,"11","Col4a1"
"Pde8a1",9.95512614987993e-15,0.646202980845963,0.225,0.061,5.64943453879536e-10,"11","Pde8a"
"Sox13",1.32041436761235e-14,0.787039040109883,0.167,0.039,7.4932194947633e-10,"11","Sox13"
"Hip11",1.39017763608809e-14,1.04984482080848,0.428,0.194,7.88911906703629e-10,"11","Hip1"
"Tbc1d301",1.40869568003864e-14,0.496099894821573,0.123,0.022,7.99420711465125e-10,"11","Tbc1d30"
"Sorbs11",1.46537756423478e-14,1.17648289450842,0.435,0.201,8.31587113927597e-10,"11","Sorbs1"
"Macf1",1.69735205090518e-14,0.944113989492565,0.732,0.51,9.63230315368182e-10,"11","Macf1"
"Pfkfb32",2.28309338482142e-14,0.884388928480346,0.312,0.107,1.29563266495231e-09,"11","Pfkfb3"
"Sgip11",2.92277324294943e-14,0.767400160915394,0.138,0.028,1.65864458764137e-09,"11","Sgip1"
"Parp142",3.16967095048682e-14,0.964537161752231,0.442,0.195,1.79875656769176e-09,"11","Parp14"
"Abca11",4.71107177312176e-14,0.818160428248375,0.428,0.18,2.67348612052887e-09,"11","Abca1"
"Marchf33",5.35359571942787e-14,0.741017827249989,0.333,0.121,3.03811203481812e-09,"11","Marchf3"
"Mcc3",5.53148724643047e-14,0.980435044996728,0.319,0.116,3.13906369747683e-09,"11","Mcc"
"Cavin12",6.16858390833024e-14,1.12223535375087,0.355,0.147,3.50060968213833e-09,"11","Cavin1"
"Creb3l23",7.01523686189195e-14,1.07590648267769,0.268,0.09,3.98107676675507e-09,"11","Creb3l2"
"Tbc1d81",7.24074157554159e-14,0.974015713543265,0.225,0.066,4.10904843670409e-09,"11","Tbc1d8"
"Vcam12",7.47062198619447e-14,1.29178023889501,0.239,0.076,4.2395032709455e-09,"11","Vcam1"
"Inpp11",8.83966531244041e-14,0.825797307375204,0.159,0.037,5.01642166815681e-09,"11","Inpp1"
"Aopep1",1.07421676806743e-13,1.22867794775466,0.58,0.337,6.09607273710585e-09,"11","Aopep"
"Ptpn143",1.11239811961992e-13,1.47019265114406,0.406,0.195,6.31274808903109e-09,"11","Ptpn14"
"Slco3a11",1.50732585309351e-13,1.07902276669766,0.587,0.338,8.55392348372034e-09,"11","Slco3a1"
"Pcdhgb22",1.87134424286764e-13,1.09980513319749,0.29,0.106,1.06196914438496e-08,"11","Pcdhgb2"
"Stard91",2.10877579693162e-13,0.471866504626353,0.181,0.046,1.19670917700073e-08,"11","Stard9"
"Plcg11",2.32516862550531e-13,0.683433760966309,0.217,0.064,1.31950994328801e-08,"11","Plcg1"
"Scmh12",2.76922230464198e-13,0.767267312107604,0.246,0.079,1.57150596566128e-08,"11","Scmh1"
"Trrap1",3.15607294502065e-13,1.13320247528787,0.406,0.184,1.79103983556977e-08,"11","Trrap"
"Pald11",5.08793851071405e-13,0.705143343516988,0.145,0.033,2.88735422544511e-08,"11","Pald1"
"Klf123",5.36117908016424e-13,0.693690261752357,0.181,0.047,3.04241551620241e-08,"11","Klf12"
"Klf21",7.15859537373693e-13,0.786993278543367,0.145,0.033,4.06243128864197e-08,"11","Klf2"
"Rps6ka51",7.33529467169944e-13,1.30648816867375,0.239,0.078,4.16270637324272e-08,"11","Rps6ka5"
"Myo1b2",7.51743368173575e-13,0.566660227511242,0.167,0.042,4.26606844004822e-08,"11","Myo1b"
"Osbpl101",8.69649786197046e-13,0.798589815361513,0.196,0.055,4.93517557168962e-08,"11","Osbpl10"
"Tamalin",1.17890986601518e-12,0.572827059382403,0.109,0.021,6.69019559864955e-08,"11","Tamalin"
"Gpr146",1.30270986660114e-12,0.407533549660166,0.109,0.02,7.39274822197479e-08,"11","Gpr146"
"Itpripl2",1.30901591164124e-12,0.302488850800295,0.116,0.022,7.42853439697288e-08,"11","Itpripl2"
"Tspan131",1.48458799165392e-12,0.646977871185691,0.145,0.033,8.42488839383681e-08,"11","Tspan13"
"Cdc14a1",1.54231587683581e-12,0.928453348759355,0.246,0.083,8.75248836945556e-08,"11","Cdc14a"
"Wwtr13",1.67009352952911e-12,1.26771997553973,0.42,0.211,9.47761377072472e-08,"11","Wwtr1"
"Zhx31",1.73721324230398e-12,0.810612267334887,0.174,0.047,9.85851142875087e-08,"11","Zhx3"
"Bgn2",1.94277416097417e-12,0.385901692815934,0.13,0.028,1.10250490861123e-07,"11","Bgn"
"Clec2d2",1.97069629633457e-12,0.920498541426846,0.326,0.13,1.1183504412069e-07,"11","Clec2d"
"F830016B08Rik1",2.06421011065106e-12,0.471285596242253,0.13,0.028,1.17141859569337e-07,"11","F830016B08Rik"
"Arhgef123",2.52418245348839e-12,1.00008442727721,0.5,0.278,1.43244830053013e-07,"11","Arhgef12"
"Tmtc25",3.00047841450973e-12,0.880466163189652,0.355,0.151,1.70274149545012e-07,"11","Tmtc2"
"Casp43",3.15749203551206e-12,0.922994983807513,0.326,0.125,1.79184515523274e-07,"11","Casp4"
"Fam78b1",3.22819149334675e-12,0.603893861719655,0.152,0.037,1.83196639055935e-07,"11","Fam78b"
"Fbn13",3.43643473112518e-12,0.785589992021023,0.232,0.073,1.95014234556623e-07,"11","Fbn1"
"Pdia51",3.70521093214544e-12,0.721784417030627,0.145,0.035,2.10267015188322e-07,"11","Pdia5"
"Myh93",4.50063236642901e-12,0.887354437789325,0.775,0.615,2.5540638616248e-07,"11","Myh9"
"Grb103",4.5632641490329e-12,0.767687018256584,0.123,0.026,2.58960677193468e-07,"11","Grb10"
"Phactr22",4.84458234282258e-12,0.602172973210301,0.312,0.114,2.74925203372838e-07,"11","Phactr2"
"Gnaq2",4.84817345001044e-12,0.905688200156025,0.623,0.39,2.75128995114643e-07,"11","Gnaq"
"Rnf125",7.17884416992343e-12,0.484944103565836,0.109,0.021,4.07392227798985e-07,"11","Rnf125"
"Fignl21",7.72193296287593e-12,0.55526117001224,0.101,0.019,4.38211973710246e-07,"11","Fignl2"
"Yes11",7.99872500929110e-12,0.713889240425655,0.217,0.07,4.53919645552261e-07,"11","Yes1"
"Ifi203-ps1",8.45156254808717e-12,0.937129566228729,0.159,0.043,4.79617723041399e-07,"11","Ifi203-ps"
"Tjp12",9.58138418549472e-12,1.07382671944369,0.42,0.214,5.4373397114264e-07,"11","Tjp1"
"Bst1",1.07563265445403e-11,0.520256814586809,0.13,0.029,6.10410775076116e-07,"11","Bst1"
"Grk52",1.39952011634535e-11,0.960960322925121,0.384,0.176,7.94213670824825e-07,"11","Grk5"
"Rora5",1.44887331401308e-11,0.982004635010404,0.391,0.17,8.2222111696928e-07,"11","Rora"
"Myo62",1.46550512678889e-11,0.994543766661795,0.254,0.092,8.31659504401425e-07,"11","Myo6"
"Csad1",1.49115723685338e-11,0.772760875708505,0.13,0.03,8.46216820341925e-07,"11","Csad"
"Gbp32",2.07095054121141e-11,0.670192643919345,0.275,0.101,1.17524372263206e-06,"11","Gbp3"
"Nfia3",2.40118591757732e-11,1.19444344177989,0.493,0.277,1.36264899636595e-06,"11","Nfia"
"Tgtp21",2.46875341942948e-11,0.48535135504095,0.116,0.025,1.40099287799203e-06,"11","Tgtp2"
"Cemip2",3.02657219260792e-11,0.941998762909623,0.319,0.135,1.71754945358307e-06,"11","Cemip2"
"Pitpnm21",3.73397598290135e-11,0.706231213809924,0.21,0.069,2.11899403053669e-06,"11","Pitpnm2"
"Plpp12",3.79972997219928e-11,1.09639298304909,0.232,0.081,2.15630876192337e-06,"11","Plpp1"
"Xist4",4.444987226719e-11,0.311152133770419,0.449,0.19,2.52248580129077e-06,"11","Xist"
"Cntln3",4.69414738333339e-11,0.847244166851694,0.145,0.037,2.66388169856786e-06,"11","Cntln"
"Acacb1",5.54731845357832e-11,0.347082794765304,0.116,0.025,3.14804774922116e-06,"11","Acacb"
"Ahr1",5.57041750535037e-11,0.810549624928905,0.217,0.074,3.16115623011128e-06,"11","Ahr"
"Gm433022",5.8002530389182e-11,0.758599044725814,0.217,0.072,3.29158559705569e-06,"11","Gm43302"
"Map3k3",7.05701739544898e-11,0.844416844559982,0.326,0.142,4.00478680174334e-06,"11","Map3k3"
"Arhgap261",7.12688060326693e-11,1.00201875173958,0.609,0.41,4.04443347354795e-06,"11","Arhgap26"
"Kcnq12",9.28217645544868e-11,0.641065637136213,0.196,0.062,5.26754231670257e-06,"11","Kcnq1"
"Cracr2b",9.86172721676193e-11,0.667433134227447,0.159,0.045,5.59643157824023e-06,"11","Cracr2b"
"Exoc62",1.04003617278515e-10,0.764860936059144,0.261,0.099,5.90210127693844e-06,"11","Exoc6"
"Sema7a1",1.21363313606017e-10,1.02795995614029,0.239,0.089,6.88724668382783e-06,"11","Sema7a"
"Spata6",1.7763595765114e-10,0.773814083952067,0.225,0.08,1.00806629607445e-05,"11","Spata6"
"Lrch1",2.45205873698514e-10,0.935775442418479,0.507,0.304,1.3915188126517e-05,"11","Lrch1"
"Slc2a132",2.81643933833461e-10,0.511595307640794,0.152,0.042,1.59830116011151e-05,"11","Slc2a13"
"Jak12",3.03229720510897e-10,0.695579318783205,0.486,0.265,1.72079834092729e-05,"11","Jak1"
"Mb21d22",4.1816178998536e-10,0.579708796587291,0.181,0.057,2.37302634198792e-05,"11","Mb21d2"
"Fcho21",4.89347785291789e-10,0.783398497932987,0.341,0.157,2.77699974675237e-05,"11","Fcho2"
"Fnbp1l1",4.97618946840456e-10,0.96048823150162,0.297,0.132,2.8239377614249e-05,"11","Fnbp1l"
"Aplp22",7.72133494125564e-10,0.901775936049022,0.384,0.196,4.38178036581316e-05,"11","Aplp2"
"Wwc23",7.86947902054765e-10,1.02891039735709,0.312,0.144,4.46585064937059e-05,"11","Wwc2"
"Itm2c",7.90031518361803e-10,0.586284282532518,0.145,0.04,4.4833498635514e-05,"11","Itm2c"
"Cradd2",8.74946877571946e-10,0.789446469436846,0.21,0.074,4.96523603553304e-05,"11","Cradd"
"Dgkh3",9.28057917071656e-10,0.530934610191993,0.225,0.079,5.26663587358994e-05,"11","Dgkh"
"Apobec31",1.03528170390639e-09,0.942904126621333,0.312,0.143,5.87512014149837e-05,"11","Apobec3"
"Tns22",1.15283747324287e-09,0.720633089024154,0.174,0.056,6.54223737690595e-05,"11","Tns2"
"Hdac71",1.16326438696341e-09,0.866889393735846,0.268,0.113,6.60140906957866e-05,"11","Hdac7"
"Arhgef21",1.35288399890603e-09,0.764209264847882,0.304,0.134,7.67748140539181e-05,"11","Arhgef2"
"Dlc14",1.42541869547403e-09,0.602757840850129,0.232,0.084,8.08910855494556e-05,"11","Dlc1"
"Etv62",1.78910232473631e-09,0.552957269505344,0.638,0.428,0.000101529767826461,"11","Etv6"
"Tmem1641",1.88858386882101e-09,0.815176328105074,0.399,0.207,0.000107175245971723,"11","Tmem164"
"Fry2",1.96009978754931e-09,0.67258266057729,0.29,0.119,0.000111233702843636,"11","Fry"
"Fmnl3",2.47311458197487e-09,0.365837867328026,0.152,0.045,0.000140346779412492,"11","Fmnl3"
"Etl43",2.84197239778623e-09,0.770004383971274,0.399,0.206,0.00016127909160197,"11","Etl4"
"Spata131",2.90865658767138e-09,0.579039133260867,0.167,0.051,0.000165063352693763,"11","Spata13"
"Slc44a22",2.99157995519709e-09,0.673783514696527,0.174,0.057,0.00016976917087748,"11","Slc44a2"
"Sh2d3c1",3.11415630520573e-09,0.339705578137877,0.138,0.038,0.00017672525616412,"11","Sh2d3c"
"Gulp13",3.15453630061337e-09,0.527124109093087,0.145,0.041,0.000179016780523508,"11","Gulp1"
"9930111J21Rik2",3.20102271466112e-09,0.341059972911915,0.101,0.023,0.000181654838034304,"11","9930111J21Rik2"
"Spred11",3.48681953524166e-09,0.655396530667762,0.239,0.094,0.000197873521805429,"11","Spred1"
"Lrrc8c1",5.08776888829135e-09,0.809267689844624,0.341,0.165,0.000288725796641646,"11","Lrrc8c"
"Pkig1",5.39990267474387e-09,0.635256849326298,0.181,0.061,0.00030643907688904,"11","Pkig"
"Tm4sf12",6.2788648148098e-09,1.01532594991454,0.275,0.126,0.000356319299375641,"11","Tm4sf1"
"Swap70",6.73343263256031e-09,0.863483439700771,0.275,0.123,0.000382115568465165,"11","Swap70"
"Tspan141",7.21543905558243e-09,0.756044687055525,0.203,0.074,0.000409468950965247,"11","Tspan14"
"Tacc13",7.38921457050743e-09,0.550760770851346,0.261,0.105,0.000419330537661726,"11","Tacc1"
"Sp1003",8.1011150564307e-09,0.954258279921032,0.326,0.158,0.000459730178337386,"11","Sp100"
"Col5a22",9.21245999359784e-09,0.751824466517797,0.152,0.047,0.000522797892176684,"11","Col5a2"
"Lamb22",9.43158799009669e-09,0.476529970956855,0.138,0.041,0.000535233186849997,"11","Lamb2"
"Pik3r12",1.11318093344182e-08,0.426230158993207,0.283,0.119,0.0006317190479189,"11","Pik3r1"
"Ptprk3",1.13114552473903e-08,0.807537900490892,0.529,0.344,0.000641913773834151,"11","Ptprk"
"Tle11",1.13755558025761e-08,0.880147851017741,0.196,0.073,0.000645551416240394,"11","Tle1"
"Mtus12",1.21671519442022e-08,0.52970330885224,0.181,0.061,0.00069047370568153,"11","Mtus1"
"Cxcl93",1.3708555639954e-08,0.757623117725505,0.21,0.077,0.000777946824011751,"11","Cxcl9"
"Mxd42",1.394273833899e-08,0.363787825168122,0.138,0.04,0.000791236457999344,"11","Mxd4"
"Stxbp51",1.5402425125615e-08,0.727368775204004,0.283,0.129,0.000874072223453528,"11","Stxbp5"
"Cfh2",1.76477470336109e-08,1.17352463273707,0.123,0.034,0.00100149199641038,"11","Cfh"
"Pakap3",1.90712911934426e-08,1.16696897183905,0.493,0.312,0.00108227670393667,"11","Pakap"
"Kank12",2.48550234831152e-08,0.635464918644033,0.167,0.056,0.0014104977276433,"11","Kank1"
"Bace21",2.95595567070741e-08,0.596278707649935,0.123,0.035,0.00167747528356975,"11","Bace2"
"Mindy41",2.990171449316e-08,0.395096558008394,0.116,0.032,0.00169689239577234,"11","Mindy4"
"Mast43",3.63916395695398e-08,1.10264453380439,0.493,0.337,0.00206518915393182,"11","Mast4"
"Itga51",3.99770743446489e-08,0.738975084369845,0.333,0.166,0.00226865899198448,"11","Itga5"
"Agrn2",4.07640111526775e-08,0.423483717415392,0.145,0.046,0.00231331686890329,"11","Agrn"
"Ifi441",4.15283343433575e-08,0.497370270660139,0.101,0.026,0.0023566914456512,"11","Ifi44"
"Txnip4",4.88380169620316e-08,0.671916884764487,0.196,0.074,0.00277150862457833,"11","Txnip"
"Rph3al1",4.9015063180885e-08,0.668873593412362,0.101,0.026,0.00278155582045204,"11","Rph3al"
"Gm206963",5.12848360108242e-08,0.641924492272952,0.145,0.045,0.00291036315877826,"11","Gm20696"
"Fchsd22",5.24665196294903e-08,0.673286181894673,0.261,0.116,0.00297742252245395,"11","Fchsd2"
"Pcdhga102",5.51422245285722e-08,0.659699979184454,0.159,0.054,0.00312926609977195,"11","Pcdhga10"
"Ophn14",5.75941213580631e-08,0.761276400092024,0.239,0.102,0.00326840879294872,"11","Ophn1"
"Mid2",6.18770239988145e-08,0.671512571455815,0.138,0.044,0.00351145923490872,"11","Mid2"
"Tcf7l24",6.43815589698771e-08,0.679971128033515,0.449,0.259,0.00365358908998156,"11","Tcf7l2"
"Spats22",6.75024536340248e-08,0.541144780944153,0.145,0.047,0.00383069674127727,"11","Spats2"
"Gm458371",6.92354680450139e-08,0.575570561936043,0.225,0.092,0.00392904357608649,"11","Gm45837"
"Abcc42",6.97108793834775e-08,0.791855016423259,0.406,0.234,0.00395602269413296,"11","Abcc4"
"Lrmda5",7.00024235488928e-08,0.251171106017352,0.681,0.401,0.00397256753397612,"11","Lrmda"
"Mical32",8.8882736695609e-08,0.877115350963401,0.312,0.16,0.00504400642473912,"11","Mical3"
"Dach13",1.06720082379163e-07,0.667870115745836,0.174,0.063,0.00605625795493509,"11","Dach1"
"Tanc13",1.07585497169806e-07,0.805669024001579,0.442,0.273,0.00610536937888933,"11","Tanc1"
"Serpinb91",1.28346197384813e-07,0.53855174685531,0.123,0.038,0.00728351835539077,"11","Serpinb9"
"Cd46",1.30032917234671e-07,0.464368705931057,0.101,0.027,0.00737923802015037,"11","Cd46"
"Fam219a",1.37902356212393e-07,0.590413920725648,0.232,0.1,0.00782582081269711,"11","Fam219a"
"Dst5",1.4731652625357e-07,0.669591437408582,0.681,0.513,0.00836006554836387,"11","Dst"
"Fstl12",1.59407997112203e-07,0.397611599214737,0.152,0.05,0.00904624442812038,"11","Fstl1"
"Zdhhc16",1.62791088412477e-07,0.892904353855912,0.225,0.098,0.00923823147631964,"11","Zdhhc1"
